Proof,Uncompressed.length,Uncompressed.coreSize,Uncompressed.height,Uncompressed.space,Uncompressed.time,Uncompressed.transLength,PCNewNew.length,PCNewNew.coreSize,PCNewNew.height,PCNewNew.space,PCNewNew.time,PCNewNew.transLength,FCNewNew.length,FCNewNew.coreSize,FCNewNew.height,FCNewNew.space,FCNewNew.time,FCNewNew.transLength,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_sk009,39781,2066,1345,1524,5051,42221,38044,2706,1350,1482,66847,40642,37688,2657,1345,1464,89280,40244,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_nogen_sk007,179322,5348,3003,3337,46507,187158,171523,6788,3007,3796,918864,179903,170831,6678,2975,3746,1192581,179175,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl010,37591,1873,2437,1441,6013,39811,34934,2272,2289,1420,206766,36976,34721,2251,2293,1415,283337,36681,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_repgen_sk007,116418,4616,2342,2977,32167,123856,108445,5816,2347,3186,506977,115465,107507,5641,2343,3139,792862,114289,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_sk013,24914,1785,1236,1196,3247,26832,24115,2272,1231,1146,42901,26137,23868,2228,1230,1140,56784,25876,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/gensys_icl_sk001,192489,6393,4485,3840,73459,208391,185115,10121,4447,4137,1091918,201699,183856,9975,4434,4112,1390992,199920,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_repgen_sk001,227771,8493,6574,4478,112750,254089,215510,14723,6576,4580,1884606,243140,213418,14361,6567,4543,3532148,240182,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl005,33029,1766,1555,1272,4463,34867,31982,2045,1546,1273,85680,33718,31883,2047,1544,1273,114936,33573,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl003,65588,2496,1625,1830,11158,69116,62253,3088,1611,1891,281086,65437,61418,3107,1595,1880,366604,64528,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl012,119671,2558,3331,2068,28092,123445,113731,3263,3296,2242,529207,117483,113002,3297,3275,2237,685380,116602,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_repgen_sk011,103560,5688,1542,3076,86662,114580,83410,7252,1509,3022,443532,93922,83132,7217,1509,2970,611968,93772,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_sk001,66269,2178,1875,1702,9437,69205,63572,2703,1879,1804,166005,66544,63248,2693,1879,1798,216466,66178,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/gensys_icl_sk012,105422,5021,3409,2603,30408,120208,102882,7910,3411,2623,640208,118068,102402,7910,3408,2591,803446,117186,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl007,48190,2005,2320,1456,8749,50438,45776,2338,2322,1505,270280,47812,45656,2406,2309,1511,379204,47666,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_nogen_sk002,61060,3580,2723,2291,10843,66572,58574,4899,2725,2426,232287,64236,58112,4781,2724,2387,300134,63616,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/gensys_icl_sk006,113810,3951,2156,2966,22052,118724,108780,4721,2162,3242,407072,113840,108220,4633,2160,3195,535939,113172,
/home/lv70340/bruno/Skeptik/Proofs/QF_UF/QG-classification/qg6/iso_icl_repgen_sk002,50695,3852,1977,2080,15132,59121,47526,5776,1965,1963,277843,55950,47128,5608,1965,1937,611708,55402,
