original, proofTree 
14,10 
15,10 
13,13 
13,13 
10,10 
10,10 
7,7 
6,6 
7,6 
6,6 
3,3 
1,1 
2,1 
3,3 
6,6 
2,2 
2,2 
3,3 
1,1 
2,1 
3,3 
1,1 
13,13 
14,14 
15,15 
14,14 
15,14 
16,14 
17,16 
16,14 
17,14 
16,16 
17,17 
18,18 
16,16 
16,15 
17,15 
14,14 
12,12 
12,12 
13,12 
13,13 
13,13 
12,12 
6,6 
5,5 
2,2 
16,16 
17,17 
18,18 
19,18 
18,16 
19,16 
19,17 
20,17 
20,16 
21,16 
20,15 
21,16 
22,17 
20,15 
20,15 
18,15 
19,15 
16,16 
14,14 
14,14 
15,14 
13,13 
13,13 
12,12 
7,7 
8,7 
2,1 
7,7 
0,0 
6,6 
5,5 
2,2 
2,2 
23,23 
24,23 
25,24 
26,25 
26,26 
27,27 
28,28 
29,28 
29,29 
29,29 
30,30 
30,30 
31,31 
31,31 
32,31 
33,33 
31,31 
30,30 
28,28 
29,29 
30,29 
30,30 
30,30 
28,28 
20,20 
20,20 
17,17 
15,15 
15,15 
16,15 
14,14 
11,11 
7,7 
2,2 
4,4 
1,1 
2,1 
4,4 
7,7 
6,6 
3,3 
1,1 
2,1 
3,3 
2,2 
3,3 
1,1 
2,1 
3,3 
2,2 
4,4 
1,1 
2,1 
4,4 
1,1 
24,24 
25,25 
26,25 
26,26 
27,27 
28,27 
29,27 
30,29 
28,27 
29,28 
30,29 
31,29 
32,29 
32,31 
33,31 
28,28 
29,28 
28,28 
29,29 
29,29 
30,29 
31,31 
32,31 
31,31 
31,31 
26,26 
27,27 
28,28 
28,28 
28,28 
20,20 
20,20 
15,15 
13,13 
13,13 
14,13 
14,14 
11,11 
7,7 
2,2 
6,6 
4,4 
1,1 
2,1 
4,4 
1,1 
2,1 
3,3 
1,1 
2,1 
3,3 
7,7 
2,2 
6,6 
2,2 
9,9 
1,1 
2,1 
9,9 
3,3 
1,1 
2,1 
3,3 
3,3 
1,1 
2,1 
3,3 
1,1 
2,1 
2,2 
6,6 
1,1 
2,1 
6,6 
2,2 
1,1 
2,1 
2,2 
5,5 
6,5 
2,1 
5,5 
1,1 
2,1 
1,1 
2,1 
3,3 
1,1 
2,1 
3,3 
2,2 
2,2 
6,6 
1,1 
2,1 
6,6 
2,2 
1,1 
2,1 
2,2 
5,5 
6,5 
2,1 
5,5 
3,3 
1,1 
2,1 
1,1 
2,1 
3,3 
4,3 
2,1 
3,3 
1,1 
2,1 
1,1 
2,1 
4,4 
4,4 
5,5 
1,1 
2,1 
0,0 
1,1 
2,1 
4,4 
5,5 
6,6 
1,1 
2,1 
1,1 
2,1 
0,0 
4,4 
5,5 
6,6 
1,1 
2,1 
0,0 
1,1 
2,1 
0,0 
25,25 
26,25 
26,25 
26,26 
27,27 
28,28 
29,29 
25,25 
26,26 
27,26 
28,27 
28,27 
26,25 
26,25 
27,26 
27,26 
28,26 
28,27 
28,28 
28,28 
29,28 
24,24 
25,25 
26,26 
27,26 
28,27 
28,28 
29,29 
29,29 
29,29 
29,29 
30,29 
30,30 
31,31 
30,30 
26,26 
24,24 
25,25 
26,25 
26,26 
26,26 
24,24 
22,22 
22,22 
9,9 
22,22 
23,23 
24,24 
25,24 
26,26 
27,27 
26,26 
27,27 
27,27 
27,27 
28,27 
29,29 
30,30 
30,30 
30,30 
28,28 
24,24 
22,22 
23,23 
22,22 
22,22 
20,20 
21,21 
19,19 
19,19 
9,9 
8,8 
24,24 
25,24 
25,24 
25,25 
26,26 
27,27 
28,28 
24,24 
25,25 
26,25 
26,26 
27,26 
27,27 
25,25 
25,25 
26,25 
27,27 
28,28 
28,28 
26,26 
26,26 
7,7 
7,7 
3,3 
4,3 
2,1 
3,3 
11,11 
12,12 
13,13 
14,13 
13,11 
14,11 
15,13 
16,13 
16,12 
15,9 
16,10 
15,10 
15,10 
13,10 
14,10 
15,10 
13,13 
13,13 
10,10 
10,10 
7,7 
20,20 
21,21 
22,22 
23,23 
24,24 
23,23 
24,23 
24,24 
24,24 
25,24 
26,26 
27,27 
27,27 
27,27 
27,27 
20,20 
21,21 
20,20 
20,20 
18,18 
19,19 
19,19 
19,19 
14,14 
14,14 
7,7 
29,29 
30,30 
31,30 
31,31 
32,32 
33,33 
34,34 
30,30 
29,29 
30,30 
31,30 
32,31 
32,31 
32,32 
33,33 
29,29 
28,28 
29,29 
30,30 
30,30 
31,31 
31,31 
27,27 
23,23 
23,23 
24,23 
25,25 
26,26 
26,26 
26,26 
26,26 
20,20 
21,21 
20,20 
20,20 
18,18 
19,19 
19,19 
19,19 
14,14 
14,14 
7,7 
16,16 
17,17 
18,18 
19,18 
18,16 
19,16 
19,17 
20,17 
20,16 
21,16 
20,15 
21,16 
22,17 
20,15 
20,15 
18,15 
19,15 
16,16 
14,14 
14,14 
15,14 
13,13 
13,13 
12,12 
31,31 
32,32 
33,32 
33,33 
34,34 
35,35 
36,36 
32,32 
31,31 
32,32 
33,32 
34,33 
34,33 
34,34 
35,35 
31,31 
30,30 
31,31 
32,32 
33,32 
34,33 
35,33 
35,34 
31,30 
27,26 
27,26 
28,26 
28,27 
29,27 
29,28 
29,29 
29,29 
30,29 
25,24 
26,25 
27,26 
25,24 
25,24 
23,22 
21,20 
21,20 
17,17 
15,15 
15,15 
16,15 
14,14 
7,7 
7,7 
6,6 
25,24 
26,25 
27,26 
28,27 
29,27 
28,27 
29,27 
29,28 
29,28 
29,29 
30,29 
30,30 
31,31 
30,30 
31,31 
24,24 
25,25 
26,25 
26,26 
26,26 
24,24 
22,22 
22,22 
17,17 
15,15 
15,15 
16,15 
14,14 
11,11 
7,7 
7,7 
6,6 
24,23 
25,24 
26,24 
26,26 
27,27 
28,28 
29,29 
25,24 
24,24 
25,24 
26,24 
27,25 
27,25 
27,27 
28,27 
24,23 
23,23 
24,24 
23,23 
24,23 
23,23 
19,19 
15,15 
15,15 
14,14 
24,23 
25,24 
26,24 
26,26 
27,27 
28,28 
29,29 
25,24 
24,24 
25,25 
26,25 
27,26 
27,26 
27,27 
28,28 
25,24 
24,24 
25,25 
24,24 
25,24 
24,24 
20,20 
16,16 
16,16 
15,15 
12,12 
12,12 
13,12 
12,12 
12,12 
12,12 
12,12 
8,8 
7,7 
8,8 
19,18 
20,19 
21,20 
22,20 
23,22 
23,22 
24,22 
23,22 
19,18 
19,18 
20,18 
19,19 
19,19 
16,16 
16,16 
15,15 
18,17 
19,17 
19,17 
19,19 
20,19 
20,19 
19,18 
20,19 
16,15 
17,15 
16,16 
13,13 
12,12 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
18,17 
19,17 
19,17 
19,19 
20,20 
20,20 
19,19 
20,20 
17,16 
18,16 
17,17 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
19,18 
20,18 
20,18 
20,20 
21,20 
21,20 
20,19 
21,20 
17,16 
18,16 
17,17 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
17,17 
18,17 
18,17 
18,18 
19,19 
19,19 
18,18 
19,19 
15,15 
16,15 
15,15 
12,12 
11,11 
7,7 
7,7 
8,8 
7,7 
7,7 
19,18 
20,18 
20,18 
20,20 
21,20 
21,20 
20,19 
21,20 
17,16 
18,16 
17,17 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
6,6 
5,5 
1,1 
2,1 
5,5 
4,4 
4,4 
20,19 
21,20 
22,21 
23,21 
24,23 
24,23 
25,23 
24,23 
20,19 
20,19 
21,19 
20,20 
20,20 
16,16 
16,16 
15,15 
19,18 
20,19 
21,20 
22,20 
23,22 
23,22 
24,22 
23,22 
19,18 
19,18 
20,18 
19,19 
19,19 
15,15 
15,15 
14,14 
19,18 
20,19 
21,20 
22,20 
23,22 
23,22 
24,22 
23,23 
20,19 
20,19 
21,19 
20,20 
20,20 
16,16 
16,16 
15,15 
18,18 
19,19 
20,20 
21,20 
22,22 
22,22 
23,22 
22,22 
18,18 
18,18 
19,18 
18,18 
18,18 
14,14 
14,14 
13,13 
7,7 
7,7 
5,5 
1,1 
2,1 
5,5 
14,11 
15,11 
15,11 
15,10 
16,10 
17,10 
18,10 
18,13 
19,13 
14,14 
13,13 
19,18 
20,19 
21,19 
20,19 
21,20 
22,21 
23,21 
24,24 
21,20 
22,20 
21,21 
17,17 
16,16 
11,10 
10,9 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
19,18 
20,18 
20,18 
20,20 
21,20 
21,20 
22,21 
18,17 
17,16 
18,16 
17,17 
15,15 
15,15 
14,14 
16,15 
16,15 
16,15 
17,16 
17,16 
18,16 
17,17 
17,17 
16,16 
15,15 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
19,18 
20,19 
21,20 
22,20 
22,21 
23,21 
24,22 
25,22 
25,22 
23,18 
24,19 
23,19 
23,19 
24,19 
25,19 
23,22 
23,22 
24,22 
23,23 
21,21 
17,16 
17,16 
16,15 
18,17 
19,18 
19,18 
20,18 
19,19 
19,19 
19,19 
19,19 
15,14 
14,14 
15,14 
14,13 
16,15 
17,16 
17,16 
17,16 
18,17 
18,17 
17,17 
18,17 
17,16 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
19,18 
20,18 
20,18 
20,20 
21,20 
21,20 
22,21 
18,17 
17,16 
18,16 
17,17 
15,15 
15,15 
14,14 
15,14 
15,14 
15,14 
16,15 
16,15 
17,15 
16,16 
16,16 
15,15 
14,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
14,14 
14,14 
14,14 
15,15 
15,15 
16,15 
15,15 
15,15 
14,14 
13,13 
9,9 
9,9 
10,10 
9,9 
9,9 
16,15 
16,15 
16,15 
17,16 
17,16 
18,16 
17,17 
17,17 
16,16 
15,15 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
16,15 
16,15 
16,15 
17,16 
17,16 
18,16 
17,17 
17,17 
16,16 
15,15 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
8,8 
2,2 
1,1 
2,1 
2,2 
19,18 
20,18 
20,18 
20,20 
21,20 
21,20 
22,21 
18,17 
17,16 
18,16 
17,17 
15,15 
15,15 
14,14 
17,17 
18,17 
18,17 
18,18 
19,19 
19,19 
20,20 
16,16 
15,15 
16,15 
15,15 
13,13 
13,13 
12,12 
17,16 
18,16 
18,16 
18,18 
19,19 
19,19 
20,20 
17,16 
16,15 
17,15 
16,16 
14,14 
14,14 
13,13 
6,6 
6,6 
3,3 
1,1 
2,1 
3,3 
5,5 
6,5 
2,1 
5,5 
1,1 
2,1 
14,14 
15,15 
15,15 
15,15 
16,16 
16,16 
15,15 
16,16 
15,15 
13,13 
9,9 
9,9 
10,10 
9,9 
9,9 
17,17 
18,18 
19,19 
20,19 
20,20 
21,20 
22,21 
23,21 
23,20 
21,17 
22,18 
21,18 
21,18 
22,18 
23,18 
21,21 
21,21 
22,21 
21,21 
19,19 
15,15 
15,15 
14,14 
17,17 
18,18 
19,18 
18,18 
19,19 
20,20 
21,20 
22,22 
19,19 
20,19 
19,19 
15,15 
14,14 
9,9 
8,8 
13,11 
14,11 
14,10 
14,10 
15,10 
16,10 
17,10 
17,12 
18,12 
13,13 
12,12 
16,16 
17,17 
17,17 
18,17 
17,17 
17,17 
17,17 
17,17 
13,13 
12,12 
13,13 
12,12 
17,16 
18,17 
18,17 
19,17 
18,18 
18,18 
18,18 
18,18 
14,13 
13,13 
14,14 
13,13 
18,17 
19,18 
20,19 
21,19 
21,20 
22,20 
23,21 
24,21 
24,21 
22,17 
23,18 
22,18 
22,18 
23,18 
24,19 
22,21 
22,21 
23,21 
22,22 
20,20 
16,16 
16,16 
15,15 
18,17 
19,18 
19,18 
20,18 
19,19 
19,19 
19,19 
19,19 
15,14 
14,14 
15,14 
14,13 
19,18 
20,19 
21,20 
22,20 
22,21 
23,21 
24,22 
25,22 
25,22 
23,18 
24,19 
23,19 
23,19 
24,19 
25,19 
23,22 
23,22 
24,22 
23,23 
21,21 
17,16 
17,16 
16,15 
18,17 
19,18 
20,19 
21,19 
21,20 
22,20 
23,21 
24,21 
24,21 
22,17 
23,18 
22,18 
22,18 
23,18 
24,18 
22,21 
22,21 
23,21 
22,22 
20,20 
17,16 
17,16 
16,15 
8,8 
8,8 
5,5 
6,5 
5,5 
17,16 
18,17 
18,17 
19,17 
18,18 
18,18 
18,18 
18,18 
15,14 
14,14 
15,14 
14,13 
6,6 
6,6 
6,6 
1,1 
2,1 
6,6 
15,12 
16,12 
16,11 
16,11 
17,11 
18,11 
19,11 
19,14 
20,14 
15,15 
14,14 
18,17 
19,18 
20,18 
19,18 
20,19 
21,20 
22,20 
23,23 
20,19 
21,19 
20,20 
16,16 
15,15 
11,10 
10,9 
16,15 
17,16 
17,16 
17,16 
18,17 
18,17 
17,17 
18,17 
17,16 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
15,14 
16,15 
16,15 
16,15 
17,16 
17,16 
16,16 
17,17 
16,16 
14,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
16,15 
17,16 
17,16 
17,16 
18,17 
18,17 
17,17 
18,17 
17,16 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
8,8 
5,5 
6,5 
2,1 
3,3 
1,1 
2,1 
3,3 
1,1 
19,18 
20,19 
21,19 
20,19 
21,20 
22,21 
23,21 
24,24 
21,20 
22,20 
21,21 
17,17 
16,16 
11,10 
10,9 
18,17 
19,18 
20,18 
19,18 
20,19 
21,20 
22,20 
23,23 
20,19 
21,19 
20,20 
17,17 
16,16 
11,10 
10,9 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
2,2 
2,2 
6,6 
1,1 
2,1 
6,6 
5,5 
1,1 
2,1 
5,5 
5,5 
6,5 
3,3 
15,12 
16,12 
16,11 
16,11 
17,11 
18,11 
19,11 
19,14 
20,14 
15,15 
14,14 
14,12 
15,12 
15,11 
15,11 
16,11 
17,13 
18,13 
18,16 
19,16 
15,15 
14,14 
6,6 
6,6 
6,6 
1,1 
2,1 
6,6 
5,5 
1,1 
2,1 
5,5 
24,23 
25,24 
26,24 
26,26 
27,27 
28,28 
29,29 
26,25 
25,25 
26,25 
27,25 
28,26 
28,26 
28,28 
29,28 
25,24 
24,24 
25,25 
24,24 
25,24 
24,24 
20,20 
16,16 
16,16 
15,15 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
23,22 
24,23 
25,23 
25,25 
26,26 
27,27 
28,28 
24,23 
23,23 
24,23 
25,23 
26,24 
26,24 
26,26 
27,27 
23,23 
22,22 
23,23 
22,22 
23,22 
22,22 
19,19 
16,16 
16,16 
15,15 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
23,23 
24,24 
25,24 
25,25 
26,26 
27,27 
28,28 
24,24 
23,23 
24,24 
25,24 
26,25 
26,25 
26,26 
27,27 
23,23 
22,22 
23,23 
22,22 
23,22 
22,22 
18,18 
14,14 
14,14 
13,13 
7,7 
7,7 
8,8 
7,7 
7,7 
6,6 
7,7 
1,1 
2,1 
7,7 
1,1 
2,1 
5,5 
5,5 
5,5 
2,2 
3,3 
4,3 
2,1 
5,5 
1,1 
2,1 
10,9 
11,10 
12,10 
11,10 
10,9 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
11,11 
12,11 
11,11 
12,12 
11,11 
10,10 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
11,10 
12,10 
12,10 
13,10 
13,13 
13,13 
12,12 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
21,20 
21,20 
22,21 
22,20 
23,21 
22,21 
23,21 
24,21 
24,24 
24,24 
25,24 
25,24 
21,20 
17,15 
17,17 
18,17 
17,16 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
8,8 
3,3 
12,11 
13,11 
13,11 
14,11 
14,14 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,11 
13,12 
13,11 
14,11 
14,14 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,11 
13,11 
13,11 
14,11 
14,14 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
10,10 
11,10 
11,10 
12,10 
12,12 
12,12 
11,11 
7,7 
7,7 
8,8 
7,7 
7,7 
6,6 
9,9 
10,10 
11,10 
10,10 
9,9 
7,7 
7,7 
8,8 
7,7 
7,7 
19,18 
20,18 
21,18 
21,21 
21,21 
21,21 
22,22 
18,17 
18,17 
19,17 
18,17 
16,15 
16,15 
15,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,11 
12,11 
13,11 
13,11 
13,13 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
13,13 
12,12 
13,13 
13,13 
11,11 
10,10 
11,10 
12,11 
11,11 
12,11 
11,10 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
11,10 
12,11 
13,12 
14,12 
14,13 
14,13 
13,12 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,12 
13,13 
13,13 
13,13 
11,11 
10,10 
18,17 
19,18 
20,18 
19,19 
19,19 
20,20 
21,21 
17,16 
17,16 
18,16 
17,17 
15,15 
15,15 
14,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
16,15 
16,15 
16,15 
16,15 
17,16 
17,16 
16,16 
17,16 
16,15 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
15,14 
16,15 
16,15 
17,15 
16,16 
17,16 
17,17 
17,17 
16,16 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
11,10 
12,11 
11,11 
12,11 
11,10 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,12 
13,13 
13,13 
13,13 
11,11 
10,10 
12,12 
11,11 
11,11 
10,10 
11,10 
12,11 
13,11 
12,11 
11,10 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
20,19 
20,19 
21,20 
21,20 
22,21 
21,21 
22,21 
23,21 
23,23 
23,23 
24,24 
24,24 
20,20 
16,15 
15,15 
16,15 
15,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
21,20 
22,20 
23,20 
23,23 
24,24 
25,24 
25,24 
21,19 
21,21 
22,21 
21,20 
22,20 
21,20 
21,20 
17,16 
17,16 
16,15 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,12 
12,12 
13,13 
11,11 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
11,10 
12,11 
13,12 
14,12 
14,14 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,12 
13,12 
13,13 
14,14 
12,11 
11,10 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
13,13 
12,12 
13,13 
11,11 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
5,5 
5,5 
6,6 
7,7 
7,7 
7,7 
8,7 
9,9 
7,7 
7,7 
7,7 
8,7 
9,9 
21,20 
21,20 
22,20 
21,19 
22,20 
21,20 
22,20 
23,20 
23,23 
23,23 
24,23 
24,23 
20,19 
17,15 
17,17 
18,17 
17,16 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
21,20 
21,20 
22,20 
21,19 
22,20 
21,20 
22,21 
23,21 
23,23 
23,23 
24,23 
24,23 
21,20 
17,15 
17,17 
18,17 
17,16 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
20,20 
20,20 
21,20 
20,19 
21,20 
20,19 
21,20 
22,20 
22,22 
22,22 
23,22 
23,22 
19,18 
15,14 
15,15 
16,16 
15,15 
13,13 
9,9 
9,9 
10,10 
9,9 
9,9 
21,20 
21,20 
22,20 
21,19 
22,20 
21,20 
22,20 
23,20 
23,23 
23,23 
24,23 
24,23 
20,19 
16,14 
16,16 
17,16 
16,15 
14,13 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
8,8 
5,5 
6,5 
3,3 
1,1 
2,1 
3,3 
5,5 
6,5 
2,1 
1,1 
2,1 
2,2 
10,9 
11,10 
10,10 
11,11 
10,10 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
13,13 
12,12 
13,13 
13,13 
11,11 
10,10 
12,11 
12,11 
13,11 
13,11 
13,13 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
19,18 
20,18 
21,18 
21,21 
21,21 
21,21 
22,22 
18,17 
18,17 
19,17 
18,17 
16,15 
16,15 
15,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
11,10 
11,10 
12,10 
12,10 
12,12 
13,13 
12,12 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
11,10 
12,11 
11,11 
12,11 
11,10 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
12,12 
11,11 
12,12 
12,12 
11,11 
10,10 
19,18 
20,18 
21,18 
21,21 
21,21 
21,21 
22,22 
18,17 
18,17 
19,17 
18,17 
16,15 
16,15 
15,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
9,9 
10,10 
9,9 
10,10 
9,9 
7,7 
7,7 
8,8 
7,7 
7,7 
10,10 
10,10 
11,10 
11,10 
11,11 
12,12 
11,11 
7,7 
7,7 
8,8 
7,7 
7,7 
17,17 
18,17 
19,17 
19,19 
19,19 
19,19 
20,20 
16,16 
16,16 
17,16 
16,16 
14,14 
14,14 
13,13 
7,7 
7,7 
8,8 
7,7 
7,7 
11,11 
10,10 
11,11 
11,11 
9,9 
8,8 
13,13 
12,12 
13,13 
13,13 
11,11 
10,10 
4,4 
4,4 
3,3 
1,1 
2,1 
3,3 
2,2 
11,10 
12,11 
11,11 
12,11 
11,10 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
6,6 
3,3 
1,1 
2,1 
3,3 
3,3 
1,1 
2,1 
3,3 
1,1 
2,1 
12,11 
12,11 
13,11 
13,11 
13,13 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
6,6 
5,5 
1,1 
2,1 
5,5 
3,3 
4,3 
1,1 
2,1 
1,1 
17,16 
18,16 
19,16 
19,19 
19,19 
19,19 
20,20 
17,16 
17,16 
18,16 
17,17 
15,15 
15,15 
14,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
6,6 
7,7 
1,1 
2,1 
7,7 
1,1 
2,1 
3,3 
4,3 
2,1 
3,3 
1,1 
2,1 
2,2 
10,10 
11,10 
11,11 
12,12 
11,10 
10,9 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
10,10 
11,10 
11,11 
12,12 
10,10 
9,9 
7,7 
7,7 
8,8 
7,7 
7,7 
12,12 
13,12 
13,13 
14,14 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
12,12 
13,12 
13,13 
14,14 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
6,6 
13,13 
12,12 
13,13 
11,11 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
10,10 
10,10 
11,11 
10,10 
11,11 
10,10 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
13,13 
14,13 
13,13 
14,14 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
13,13 
14,13 
13,13 
14,14 
12,11 
11,10 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
11,11 
12,11 
11,11 
12,12 
10,10 
9,9 
7,7 
7,7 
8,8 
7,7 
7,7 
13,13 
14,13 
13,13 
14,14 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
6,6 
11,11 
10,10 
11,11 
10,10 
11,11 
10,10 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
12,12 
12,12 
13,13 
11,11 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
11,11 
10,10 
11,11 
9,9 
10,10 
9,9 
7,7 
7,7 
8,8 
7,7 
7,7 
10,10 
10,10 
11,11 
9,9 
10,10 
9,9 
7,7 
7,7 
8,8 
7,7 
7,7 
12,12 
12,12 
13,13 
11,11 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
6,6 
3,3 
1,1 
2,1 
3,3 
3,3 
1,1 
2,1 
3,3 
2,2 
13,13 
12,12 
13,13 
11,11 
12,12 
11,11 
9,9 
9,9 
10,10 
11,11 
12,11 
7,7 
7,7 
6,6 
3,3 
1,1 
2,1 
3,3 
3,3 
1,1 
2,1 
3,3 
2,2 
16,15 
16,15 
16,15 
16,15 
17,16 
17,16 
16,16 
17,16 
16,15 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
16,15 
16,15 
16,15 
16,15 
17,16 
17,16 
16,16 
17,16 
16,15 
15,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
15,14 
15,14 
15,14 
15,14 
16,15 
16,15 
15,15 
16,16 
15,15 
14,14 
11,10 
11,10 
12,12 
13,12 
14,12 
9,9 
9,9 
14,14 
14,14 
14,14 
14,14 
15,15 
15,15 
14,14 
15,15 
14,14 
13,13 
9,9 
9,9 
10,10 
9,9 
9,9 
8,8 
5,5 
6,5 
2,1 
2,2 
1,1 
2,1 
2,2 
1,1 
2,1 
2,2 
17,16 
18,17 
19,17 
18,18 
18,18 
19,19 
20,20 
16,15 
16,15 
17,15 
16,16 
14,14 
14,14 
13,13 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
18,17 
19,18 
20,18 
19,19 
19,19 
20,20 
21,21 
17,16 
17,16 
18,16 
17,17 
15,15 
15,15 
14,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
16,16 
17,17 
18,17 
17,17 
17,17 
18,18 
19,19 
15,15 
15,15 
16,15 
15,15 
13,13 
13,13 
12,12 
7,7 
7,7 
8,8 
7,7 
7,7 
17,16 
18,17 
19,17 
18,18 
18,18 
19,19 
20,20 
17,16 
17,16 
18,16 
17,17 
15,15 
15,15 
14,14 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
6,6 
6,6 
1,1 
2,1 
6,6 
1,1 
2,1 
3,3 
1,1 
2,1 
3,3 
2,2 
5,5 
1,1 
2,1 
5,5 
6,5 
2,1 
10,10 
11,11 
11,11 
11,11 
9,9 
8,8 
9,9 
10,10 
11,11 
12,11 
12,12 
12,12 
11,11 
7,7 
7,7 
8,8 
7,7 
7,7 
11,10 
12,11 
13,12 
14,12 
14,13 
14,13 
13,12 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
10,9 
11,10 
12,11 
13,11 
13,12 
13,12 
12,11 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
11,10 
12,11 
13,12 
14,12 
14,13 
14,13 
13,12 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
6,6 
12,12 
13,13 
13,13 
13,13 
11,11 
10,10 
11,10 
12,11 
13,11 
12,11 
11,10 
9,8 
9,8 
10,10 
11,10 
12,10 
7,7 
7,7 
11,10 
12,11 
13,11 
12,11 
11,10 
9,8 
9,8 
10,10 
